time,District,Party,Mandates,Percentage,validVotesPercentage,Votes
10/6/2019 22:05,Évora,PCTP/MRPP,0,1.25,1.29,922
10/6/2019 22:05,Évora,L,0,0.68,0.71,503
10/6/2019 22:05,Évora,IL,0,0.66,0.69,490
10/6/2019 22:05,Évora,A,0,0.62,0.64,459
10/6/2019 22:05,Évora,R.I.R.,0,0.45,0.47,334
10/6/2019 22:05,Évora,NC,0,0.42,0.44,311
10/6/2019 22:05,Évora,PNR,0,0.24,0.25,179
10/6/2019 22:05,Évora,PURP,0,0.21,0.22,154
10/6/2019 22:05,Évora,MPT,0,0.19,0.2,143
10/6/2019 22:05,Évora,PPM,0,0.15,0.16,114
10/6/2019 22:05,Évora,PTP,0,0.11,0.12,82
10/6/2019 22:05,Évora,PDR,0,0.09,0.1,70
10/6/2019 22:05,Faro,PS,2,37.02,38.84,56046
10/6/2019 22:05,Faro,PPD/PSD,1,22.41,23.5,33918
10/6/2019 22:05,Faro,B.E.,0,12.02,12.61,18191
10/6/2019 22:05,Faro,PCP-PEV,0,7.19,7.54,10882
10/6/2019 22:05,Faro,PAN,0,4.69,4.92,7095
10/6/2019 22:05,Faro,CDS-PP,0,3.73,3.91,5644
10/6/2019 22:05,Faro,CH,0,2.1,2.21,3185
10/6/2019 22:05,Faro,L,0,0.96,1.01,1454
10/6/2019 22:05,Faro,PCTP/MRPP,0,0.88,0.93,1336
10/6/2019 22:05,Faro,IL,0,0.81,0.85,1224
10/6/2019 22:05,Faro,A,0,0.74,0.78,1124
10/6/2019 22:05,Faro,R.I.R.,0,0.6,0.63,915
10/6/2019 22:05,Faro,MPT,0,0.43,0.45,650
10/6/2019 22:05,Faro,PNR,0,0.42,0.44,629
10/6/2019 22:05,Faro,NC,0,0.4,0.42,606
10/6/2019 22:05,Faro,PURP,0,0.29,0.3,433
10/6/2019 22:05,Faro,PPM,0,0.24,0.25,357
10/6/2019 22:05,Faro,PDR,0,0.21,0.22,314
10/6/2019 22:05,Faro,PTP,0,0.21,0.22,312
10/6/2019 22:05,Guarda,PS,2,37.55,39.66,28783
10/6/2019 22:05,Guarda,PPD/PSD,1,34.37,36.3,26343
10/6/2019 22:05,Guarda,B.E.,0,7.81,8.25,5990
10/6/2019 22:05,Guarda,CDS-PP,0,4.99,5.27,3823
10/6/2019 22:05,Guarda,PCP-PEV,0,2.99,3.16,2295
10/6/2019 22:05,Guarda,PAN,0,1.6,1.69,1223
10/6/2019 22:05,Guarda,CH,0,1.48,1.56,1135
10/6/2019 22:05,Guarda,IL,0,0.6,0.64,461
10/6/2019 22:05,Guarda,R.I.R.,0,0.6,0.63,458
10/6/2019 22:05,Guarda,A,0,0.53,0.56,406
10/6/2019 22:05,Guarda,L,0,0.49,0.51,373
10/6/2019 22:05,Guarda,PCTP/MRPP,0,0.47,0.5,363
10/6/2019 22:05,Guarda,PNR,0,0.22,0.23,165
10/6/2019 22:05,Guarda,PTP,0,0.22,0.24,171
10/6/2019 22:05,Guarda,PURP,0,0.2,0.21,154
10/6/2019 22:05,Guarda,MPT,0,0.16,0.17,122
10/6/2019 22:05,Guarda,NC,0,0.15,0.16,118
10/6/2019 22:05,Guarda,PDR,0,0.13,0.14,103
10/6/2019 22:05,Guarda,PPM,0,0.1,0.11,80
10/6/2019 22:05,Leiria,PPD/PSD,2,33.91,36.07,66056
10/6/2019 22:05,Leiria,PS,2,31.07,33.05,60524
10/6/2019 22:05,Leiria,B.E.,0,9.1,9.68,17731
10/6/2019 22:05,Leiria,CDS-PP,0,5.35,5.69,10412
10/6/2019 22:05,Leiria,PCP-PEV,0,4.33,4.61,8443
10/6/2019 22:05,Leiria,PAN,0,2.74,2.92,5343
10/6/2019 22:05,Leiria,CH,0,1.47,1.57,2868
10/6/2019 22:05,Leiria,A,0,0.91,0.97,1771
10/6/2019 22:05,Leiria,IL,0,0.86,0.91,1675
10/6/2019 22:05,Leiria,L,0,0.86,0.92,1680
10/6/2019 22:05,Leiria,R.I.R.,0,0.77,0.82,1497
10/6/2019 22:05,Leiria,PCTP/MRPP,0,0.76,0.81,1484
10/6/2019 22:05,Leiria,MPT,0,0.29,0.31,572
10/6/2019 22:05,Leiria,PNR,0,0.28,0.29,538
10/6/2019 22:05,Leiria,NC,0,0.26,0.27,499
10/6/2019 22:05,Leiria,PDR,0,0.26,0.27,503
10/6/2019 22:05,Leiria,PPM,0,0.23,0.24,439
10/6/2019 22:05,Leiria,PURP,0,0.22,0.23,430
10/6/2019 22:05,Leiria,PTP,0,0.17,0.18,333
10/6/2019 22:05,Leiria,JPP,0,0.1,0.11,198
10/6/2019 22:05,Leiria,MAS,0,0.08,0.08,148
10/6/2019 22:05,Lisboa,PS,3,37.11,38.64,125642
10/6/2019 22:05,Lisboa,PPD/PSD,2,22.46,23.39,76040
10/6/2019 22:05,Lisboa,B.E.,0,9.56,9.96,32374
10/6/2019 22:05,Lisboa,PCP-PEV,0,8.39,8.74,28417
10/6/2019 22:05,Lisboa,CDS-PP,0,4.26,4.44,14431
10/6/2019 22:05,Lisboa,PAN,0,4.11,4.28,13925
10/6/2019 22:05,Lisboa,IL,0,2.08,2.16,7026
10/6/2019 22:05,Lisboa,CH,0,1.9,1.98,6431
10/6/2019 22:05,Lisboa,L,0,1.89,1.96,6385
10/6/2019 22:05,Lisboa,A,0,1.17,1.22,3951
10/6/2019 22:05,Lisboa,PCTP/MRPP,0,0.92,0.96,3113
10/6/2019 22:05,Lisboa,R.I.R.,0,0.48,0.5,1640
10/6/2019 22:05,Lisboa,PNR,0,0.4,0.42,1357
10/6/2019 22:05,Lisboa,MPT,0,0.26,0.27,891
10/6/2019 22:05,Lisboa,NC,0,0.23,0.24,778
10/6/2019 22:05,Lisboa,PDR,0,0.21,0.22,715
10/6/2019 22:05,Lisboa,PPM,0,0.19,0.2,645
10/6/2019 22:05,Lisboa,PURP,0,0.18,0.18,600
10/6/2019 22:05,Lisboa,MAS,0,0.11,0.12,389
10/6/2019 22:05,Lisboa,PTP,0,0.11,0.11,369
10/6/2019 22:05,Madeira,PPD/PSD,3,37.15,38.03,48231
10/6/2019 22:05,Madeira,PS,3,33.41,34.2,43373
10/6/2019 22:05,Madeira,CDS-PP,0,6.05,6.19,7852
10/6/2019 22:05,Madeira,JPP,0,5.49,5.62,7125
10/6/2019 22:05,Madeira,B.E.,0,5.24,5.37,6806
10/6/2019 22:05,Madeira,PCP-PEV,0,2.08,2.13,2702
10/6/2019 22:05,Madeira,PAN,0,1.82,1.86,2361
10/6/2019 22:05,Madeira,PTP,0,0.91,0.93,1185
10/6/2019 22:05,Madeira,R.I.R.,0,0.91,0.93,1185
10/6/2019 22:05,Madeira,IL,0,0.71,0.73,922
10/6/2019 22:05,Madeira,CH,0,0.7,0.72,911
10/6/2019 22:05,Madeira,PURP,0,0.62,0.63,801
10/6/2019 22:05,Madeira,PCTP/MRPP,0,0.61,0.62,790
10/6/2019 22:05,Madeira,A,0,0.49,0.5,630
10/6/2019 22:05,Madeira,L,0,0.37,0.38,480
10/6/2019 22:05,Madeira,MPT,0,0.36,0.37,465
10/6/2019 22:05,Madeira,PDR,0,0.34,0.35,443
10/6/2019 22:05,Madeira,PNR,0,0.16,0.16,202
10/6/2019 22:05,Madeira,NC,0,0.14,0.15,188
10/6/2019 22:05,Madeira,PPM,0,0.14,0.14,180
10/6/2019 22:05,Portalegre,PS,2,44.73,46.72,22909
10/6/2019 22:05,Portalegre,PPD/PSD,0,20.08,20.97,10284
10/6/2019 22:05,Portalegre,PCP-PEV,0,10.46,10.92,5356
10/6/2019 22:05,Portalegre,B.E.,0,8.1,8.46,4146
10/6/2019 22:05,Portalegre,CDS-PP,0,3.82,3.99,1955
10/6/2019 22:05,Portalegre,CH,0,2.74,2.86,1401
10/6/2019 22:05,Portalegre,PAN,0,1.66,1.74,852
10/6/2019 22:05,Portalegre,PCTP/MRPP,0,1.21,1.27,622
10/6/2019 22:05,Portalegre,L,0,0.56,0.59,287
10/6/2019 22:05,Portalegre,A,0,0.52,0.54,267
10/6/2019 22:05,Portalegre,IL,0,0.5,0.52,255
10/6/2019 22:05,Portalegre,R.I.R.,0,0.41,0.43,209
10/6/2019 22:05,Portalegre,PNR,0,0.31,0.32,158
10/6/2019 22:05,Portalegre,PURP,0,0.22,0.23,115
10/6/2019 22:05,Portalegre,MPT,0,0.18,0.19,94
10/6/2019 22:05,Portalegre,PDR,0,0.13,0.13,65
10/6/2019 22:05,Portalegre,PTP,0,0.12,0.12,61
10/6/2019 22:05,Porto,PS,8,38.54,40.21,230760
10/6/2019 22:05,Porto,PPD/PSD,6,30.86,32.2,184766
10/6/2019 22:05,Porto,B.E.,1,9.41,9.81,56321
10/6/2019 22:05,Porto,PCP-PEV,0,4.3,4.48,25730
10/6/2019 22:05,Porto,CDS-PP,0,3.33,3.47,19912
10/6/2019 22:05,Porto,PAN,0,3.17,3.31,19008
10/6/2019 22:05,Porto,R.I.R.,0,1.4,1.46,8390
10/6/2019 22:05,Porto,IL,0,1.04,1.09,6240
10/6/2019 22:05,Porto,L,0,0.78,0.81,4651
10/6/2019 22:05,Porto,CH,0,0.63,0.66,3788
10/6/2019 22:05,Porto,PCTP/MRPP,0,0.58,0.6,3462
10/6/2019 22:05,Porto,A,0,0.41,0.43,2470
10/6/2019 22:05,Porto,PNR,0,0.21,0.22,1279
10/6/2019 22:05,Porto,PURP,0,0.21,0.22,1243
10/6/2019 22:05,Porto,MPT,0,0.18,0.19,1106
10/6/2019 22:05,Porto,PDR,0,0.18,0.18,1053
10/6/2019 22:05,Porto,NC,0,0.17,0.17,1003
10/6/2019 22:05,Porto,PTP,0,0.17,0.18,1042
10/6/2019 22:05,Porto,JPP,0,0.12,0.13,719
10/6/2019 22:05,Porto,PPM,0,0.09,0.09,538
10/6/2019 22:05,Porto,MAS,0,0.06,0.06,369
10/6/2019 22:05,Santarém,PS,3,37.1,38.99,75857
10/6/2019 22:05,Santarém,PPD/PSD,2,25.28,26.56,51676
10/6/2019 22:05,Santarém,B.E.,0,10.19,10.71,20839
10/6/2019 22:05,Santarém,PCP-PEV,0,7.57,7.96,15482
10/6/2019 22:05,Santarém,CDS-PP,0,4.75,4.99,9703
10/6/2019 22:05,Santarém,PAN,0,2.58,2.71,5269
10/6/2019 22:05,Santarém,CH,0,2.03,2.14,4159
10/6/2019 22:05,Santarém,L,0,0.86,0.91,1763
10/6/2019 22:05,Santarém,A,0,0.81,0.86,1665
10/6/2019 22:05,Santarém,IL,0,0.77,0.81,1584
10/6/2019 22:05,Santarém,PCTP/MRPP,0,0.69,0.73,1411
10/6/2019 22:05,Santarém,R.I.R.,0,0.61,0.64,1248
10/6/2019 22:05,Santarém,PNR,0,0.4,0.42,815
10/6/2019 22:05,Santarém,NC,0,0.39,0.41,801
10/6/2019 22:05,Santarém,PDR,0,0.29,0.31,600
10/6/2019 22:05,Santarém,PURP,0,0.24,0.25,489
10/6/2019 22:05,Santarém,MPT,0,0.23,0.24,465
10/6/2019 22:05,Santarém,PPM,0,0.23,0.24,461
10/6/2019 22:05,Santarém,PTP,0,0.13,0.14,263
10/6/2019 22:05,Setúbal,PS,2,38.39,39.87,65442
10/6/2019 22:05,Setúbal,PCP-PEV,0,16.54,17.18,28203
10/6/2019 22:05,Setúbal,PPD/PSD,0,14.09,14.64,24023
10/6/2019 22:05,Setúbal,B.E.,0,11.91,12.37,20308
10/6/2019 22:05,Setúbal,PAN,0,4.34,4.51,7397
10/6/2019 22:05,Setúbal,CDS-PP,0,2.87,2.98,4887
10/6/2019 22:05,Setúbal,CH,0,1.89,1.96,3225
10/6/2019 22:05,Setúbal,L,0,1.24,1.29,2117
10/6/2019 22:05,Setúbal,IL,0,1.01,1.05,1722
10/6/2019 22:05,Setúbal,PCTP/MRPP,0,0.93,0.97,1588
10/6/2019 22:05,Setúbal,A,0,0.69,0.71,1169
10/6/2019 22:05,Setúbal,R.I.R.,0,0.59,0.62,1010
10/6/2019 22:05,Setúbal,PNR,0,0.42,0.44,722
10/6/2019 22:05,Setúbal,MPT,0,0.28,0.29,480
10/6/2019 22:05,Setúbal,PURP,0,0.27,0.28,460
10/6/2019 22:05,Setúbal,NC,0,0.25,0.26,421
10/6/2019 22:05,Setúbal,PDR,0,0.19,0.2,332
10/6/2019 22:05,Setúbal,PPM,0,0.19,0.19,320
10/6/2019 22:05,Setúbal,PTP,0,0.11,0.11,181
10/6/2019 22:05,Setúbal,MAS,0,0.08,0.08,129
10/6/2019 22:05,Viana do Castelo,PS,3,34.78,36.51,42392
10/6/2019 22:05,Viana do Castelo,PPD/PSD,3,33.8,35.48,41196
10/6/2019 22:05,Viana do Castelo,B.E.,0,8.47,8.89,10320
10/6/2019 22:05,Viana do Castelo,CDS-PP,0,6.22,6.53,7576
10/6/2019 22:05,Viana do Castelo,PCP-PEV,0,3.97,4.17,4839
10/6/2019 22:05,Viana do Castelo,PAN,0,2.36,2.48,2876
10/6/2019 22:05,Viana do Castelo,R.I.R.,0,0.87,0.91,1058
10/6/2019 22:05,Viana do Castelo,CH,0,0.7,0.74,858
10/6/2019 22:05,Viana do Castelo,IL,0,0.57,0.6,692
10/6/2019 22:05,Viana do Castelo,A,0,0.56,0.58,679
10/6/2019 22:05,Viana do Castelo,L,0,0.56,0.59,688
10/6/2019 22:05,Viana do Castelo,PCTP/MRPP,0,0.55,0.58,671
10/6/2019 22:05,Viana do Castelo,JPP,0,0.48,0.51,587
10/6/2019 22:05,Viana do Castelo,PNR,0,0.24,0.25,292
10/6/2019 22:05,Viana do Castelo,PDR,0,0.23,0.24,281
10/6/2019 22:05,Viana do Castelo,NC,0,0.21,0.22,259
10/6/2019 22:05,Viana do Castelo,MPT,0,0.17,0.18,209
10/6/2019 22:05,Viana do Castelo,PPM,0,0.17,0.18,204
10/6/2019 22:05,Viana do Castelo,PTP,0,0.17,0.18,208
10/6/2019 22:05,Viana do Castelo,PURP,0,0.17,0.18,212
10/6/2019 22:05,Vila Real,PPD/PSD,1,38.98,40.88,38651
10/6/2019 22:05,Vila Real,PS,1,37.26,39.07,36947
10/6/2019 22:05,Vila Real,B.E.,0,6.07,6.36,6018
10/6/2019 22:05,Vila Real,CDS-PP,0,4.5,4.72,4460
10/6/2019 22:05,Vila Real,PCP-PEV,0,2.52,2.64,2499
10/6/2019 22:05,Vila Real,PAN,0,1.65,1.73,1634
10/6/2019 22:05,Vila Real,CH,0,0.79,0.83,781
10/6/2019 22:05,Vila Real,A,0,0.7,0.74,696
10/6/2019 22:05,Vila Real,R.I.R.,0,0.65,0.68,642
10/6/2019 22:05,Vila Real,PCTP/MRPP,0,0.58,0.61,574
10/6/2019 22:05,Vila Real,L,0,0.55,0.58,545
10/6/2019 22:05,Vila Real,IL,0,0.43,0.45,422
10/6/2019 22:05,Vila Real,PPM,0,0.19,0.2,186
10/6/2019 22:05,Vila Real,PDR,0,0.18,0.19,179
10/6/2019 22:05,Vila Real,NC,0,0.17,0.18,166
10/6/2019 22:05,Vila Real,PNR,0,0.16,0.17,159
10/6/2019 22:05,Viseu,PPD/PSD,4,36.26,38.13,64427
10/6/2019 22:05,Viseu,PS,4,35.35,37.17,62813
10/6/2019 22:05,Viseu,B.E.,0,7.86,8.26,13964
10/6/2019 22:05,Viseu,CDS-PP,0,5.89,6.19,10468
10/6/2019 22:05,Viseu,PCP-PEV,0,2.3,2.41,4081
10/6/2019 22:05,Viseu,PAN,0,2.12,2.23,3771
10/6/2019 22:05,Viseu,CH,0,0.97,1.02,1722
10/6/2019 22:05,Viseu,R.I.R.,0,0.75,0.79,1335
10/6/2019 22:05,Viseu,A,0,0.68,0.72,1213
10/6/2019 22:05,Viseu,IL,0,0.55,0.58,974
10/6/2019 22:05,Viseu,PCTP/MRPP,0,0.51,0.53,900
10/6/2019 22:05,Viseu,L,0,0.49,0.52,875
10/6/2019 22:05,Viseu,PDR,0,0.26,0.27,455
10/6/2019 22:05,Viseu,PPM,0,0.2,0.21,355
10/6/2019 22:05,Viseu,PURP,0,0.2,0.21,363
10/6/2019 22:05,Viseu,NC,0,0.19,0.2,332
10/6/2019 22:05,Viseu,PNR,0,0.18,0.19,325
10/6/2019 22:05,Viseu,MPT,0,0.14,0.15,256
10/6/2019 22:05,Viseu,PTP,0,0.13,0.14,239
10/6/2019 22:05,Viseu,JPP,0,0.07,0.07,118
10/6/2019 22:10,Território Nacional,PS,53,37.02,38.78,1306034
10/6/2019 22:10,Território Nacional,PPD/PSD,38,29.19,30.58,1029882
10/6/2019 22:10,Território Nacional,B.E.,3,9.21,9.65,325056
10/6/2019 22:10,Território Nacional,PCP-PEV,2,5.94,6.22,209588
10/6/2019 22:10,Território Nacional,CDS-PP,0,4.37,4.58,154129
10/6/2019 22:10,Território Nacional,PAN,0,2.88,3.01,101466
10/6/2019 22:10,Território Nacional,CH,0,1.21,1.27,42675
10/6/2019 22:10,Território Nacional,IL,0,0.91,0.95,32155
10/6/2019 22:10,Território Nacional,L,0,0.85,0.89,29940
10/6/2019 22:10,Território Nacional,R.I.R.,0,0.77,0.8,27072
10/6/2019 22:10,Território Nacional,A,0,0.68,0.71,23965
10/6/2019 22:10,Território Nacional,PCTP/MRPP,0,0.68,0.71,24018
10/6/2019 22:10,Território Nacional,JPP,0,0.27,0.28,9436
10/6/2019 22:10,Território Nacional,PNR,0,0.27,0.28,9555
10/6/2019 22:10,Território Nacional,MPT,0,0.23,0.24,7977
10/6/2019 22:10,Território Nacional,NC,0,0.21,0.22,7522
10/6/2019 22:10,Território Nacional,PURP,0,0.21,0.22,7287
10/6/2019 22:10,Território Nacional,PDR,0,0.2,0.21,6970
10/6/2019 22:10,Território Nacional,PPM,0,0.16,0.16,5520
10/6/2019 22:10,Território Nacional,PTP,0,0.16,0.17,5813
10/6/2019 22:10,Território Nacional,MAS,0,0.05,0.05,1698
10/6/2019 22:10,Açores,PS,1,40.37,43.12,32496
10/6/2019 22:10,Açores,PPD/PSD,1,30.13,32.19,24256
10/6/2019 22:10,Açores,B.E.,0,7.94,8.48,6394
10/6/2019 22:10,Açores,CDS-PP,0,4.76,5.08,3831
10/6/2019 22:10,Açores,PAN,0,2.63,2.81,2115
10/6/2019 22:10,Açores,PCP-PEV,0,2.36,2.52,1896
10/6/2019 22:10,Açores,A,0,0.85,0.91,684
10/6/2019 22:10,Açores,CH,0,0.84,0.89,674
10/6/2019 22:10,Açores,L,0,0.83,0.89,670
10/6/2019 22:10,Açores,IL,0,0.66,0.7,531
10/6/2019 22:10,Açores,PCTP/MRPP,0,0.63,0.68,509
10/6/2019 22:10,Açores,PPM,0,0.49,0.53,397
10/6/2019 22:10,Açores,MPT,0,0.39,0.41,310
10/6/2019 22:10,Açores,PNR,0,0.31,0.33,252
10/6/2019 22:10,Açores,PTP,0,0.17,0.19,140
10/6/2019 22:10,Açores,MAS,0,0.14,0.14,109
10/6/2019 22:10,Açores,PDR,0,0.12,0.13,98
10/6/2019 22:10,Aveiro,PPD/PSD,3,34.61,36.39,82709
10/6/2019 22:10,Aveiro,PS,2,33.13,34.83,79166
10/6/2019 22:10,Aveiro,B.E.,0,9.45,9.93,22575
10/6/2019 22:10,Aveiro,CDS-PP,0,6.52,6.85,15579
10/6/2019 22:10,Aveiro,PCP-PEV,0,2.9,3.04,6920
10/6/2019 22:10,Aveiro,PAN,0,2.86,3.01,6837
10/6/2019 22:10,Aveiro,IL,0,0.91,0.95,2164
10/6/2019 22:10,Aveiro,R.I.R.,0,0.83,0.87,1976
10/6/2019 22:10,Aveiro,CH,0,0.79,0.83,1897
10/6/2019 22:10,Aveiro,A,0,0.65,0.68,1548
10/6/2019 22:10,Aveiro,L,0,0.64,0.67,1519
10/6/2019 22:10,Aveiro,PCTP/MRPP,0,0.52,0.55,1248
10/6/2019 22:10,Aveiro,MPT,0,0.2,0.21,469
10/6/2019 22:10,Aveiro,PNR,0,0.2,0.21,476
10/6/2019 22:10,Aveiro,PURP,0,0.2,0.21,477
10/6/2019 22:10,Aveiro,NC,0,0.18,0.19,438
10/6/2019 22:10,Aveiro,PDR,0,0.17,0.18,413
10/6/2019 22:10,Aveiro,PTP,0,0.16,0.17,386
10/6/2019 22:10,Aveiro,PPM,0,0.12,0.13,286
10/6/2019 22:10,Aveiro,JPP,0,0.08,0.09,200
10/6/2019 22:10,Beja,PS,2,40.71,42.33,26161
10/6/2019 22:10,Beja,PCP-PEV,1,22.8,23.71,14655
10/6/2019 22:10,Beja,PPD/PSD,0,13.29,13.82,8544
10/6/2019 22:10,Beja,B.E.,0,9.08,9.44,5833
10/6/2019 22:10,Beja,CDS-PP,0,2.3,2.39,1480
10/6/2019 22:10,Beja,CH,0,2.04,2.12,1313
10/6/2019 22:10,Beja,PAN,0,1.97,2.05,1269
10/6/2019 22:10,Beja,PCTP/MRPP,0,1.35,1.4,865
10/6/2019 22:10,Beja,L,0,0.62,0.64,397
10/6/2019 22:10,Beja,IL,0,0.43,0.45,279
10/6/2019 22:10,Beja,A,0,0.39,0.41,252
10/6/2019 22:10,Beja,PNR,0,0.31,0.32,200
10/6/2019 22:10,Beja,MPT,0,0.26,0.27,169
10/6/2019 22:10,Beja,NC,0,0.18,0.19,118
10/6/2019 22:10,Beja,PDR,0,0.16,0.16,101
10/6/2019 22:10,Beja,PPM,0,0.15,0.15,95
10/6/2019 22:10,Beja,PTP,0,0.11,0.12,73
10/6/2019 22:10,Braga,PS,6,36.74,38.6,155438
10/6/2019 22:10,Braga,PPD/PSD,5,34.25,35.98,144900
10/6/2019 22:10,Braga,B.E.,1,8.65,9.09,36587
10/6/2019 22:10,Braga,CDS-PP,0,4.15,4.36,17545
10/6/2019 22:10,Braga,PCP-PEV,0,3.86,4.05,16320
10/6/2019 22:10,Braga,PAN,0,2.5,2.63,10573
10/6/2019 22:10,Braga,IL,0,0.78,0.82,3284
10/6/2019 22:10,Braga,R.I.R.,0,0.76,0.79,3200
10/6/2019 22:10,Braga,CH,0,0.66,0.69,2788
10/6/2019 22:10,Braga,L,0,0.65,0.68,2757
10/6/2019 22:10,Braga,PCTP/MRPP,0,0.5,0.52,2102
10/6/2019 22:10,Braga,A,0,0.46,0.48,1949
10/6/2019 22:10,Braga,MPT,0,0.21,0.22,895
10/6/2019 22:10,Braga,NC,0,0.21,0.22,903
10/6/2019 22:10,Braga,PNR,0,0.18,0.19,754
10/6/2019 22:10,Braga,PDR,0,0.14,0.14,579
10/6/2019 22:10,Braga,PURP,0,0.12,0.12,490
10/6/2019 22:10,Braga,PTP,0,0.11,0.12,483
10/6/2019 22:10,Braga,MAS,0,0.1,0.1,411
10/6/2019 22:10,Braga,JPP,0,0.09,0.09,380
10/6/2019 22:10,Braga,PPM,0,0.09,0.09,368
10/6/2019 22:10,Bragança,PPD/PSD,1,40.93,42.78,23472
10/6/2019 22:10,Bragança,PS,0,36.88,38.55,21152
10/6/2019 22:10,Bragança,B.E.,0,5.86,6.12,3360
10/6/2019 22:10,Bragança,CDS-PP,0,4.46,4.66,2555
10/6/2019 22:10,Bragança,PCP-PEV,0,1.94,2.03,1114
10/6/2019 22:10,Bragança,PAN,0,1.23,1.28,704
10/6/2019 22:10,Bragança,CH,0,0.8,0.84,461
10/6/2019 22:10,Bragança,R.I.R.,0,0.56,0.59,323
10/6/2019 22:10,Bragança,PCTP/MRPP,0,0.49,0.51,282
10/6/2019 22:10,Bragança,A,0,0.46,0.48,266
10/6/2019 22:10,Bragança,L,0,0.42,0.44,241
10/6/2019 22:10,Bragança,IL,0,0.4,0.42,232
10/6/2019 22:10,Bragança,PURP,0,0.29,0.31,169
10/6/2019 22:10,Bragança,PNR,0,0.27,0.29,157
10/6/2019 22:10,Bragança,NC,0,0.19,0.2,109
10/6/2019 22:10,Bragança,PDR,0,0.19,0.2,108
10/6/2019 22:10,Bragança,PTP,0,0.17,0.18,99
10/6/2019 22:10,Bragança,PPM,0,0.12,0.12,68
10/6/2019 22:10,Castelo Branco,PS,3,40.88,42.93,38302
10/6/2019 22:10,Castelo Branco,PPD/PSD,1,26.33,27.66,24674
10/6/2019 22:10,Castelo Branco,B.E.,0,11.05,11.6,10352
10/6/2019 22:10,Castelo Branco,PCP-PEV,0,4.75,4.99,4451
10/6/2019 22:10,Castelo Branco,CDS-PP,0,3.71,3.9,3479
10/6/2019 22:10,Castelo Branco,PAN,0,2.38,2.5,2231
10/6/2019 22:10,Castelo Branco,CH,0,1.27,1.33,1187
10/6/2019 22:10,Castelo Branco,L,0,0.89,0.93,834
10/6/2019 22:10,Castelo Branco,A,0,0.76,0.8,715
10/6/2019 22:10,Castelo Branco,PCTP/MRPP,0,0.74,0.78,694
10/6/2019 22:10,Castelo Branco,IL,0,0.58,0.61,543
10/6/2019 22:10,Castelo Branco,R.I.R.,0,0.58,0.61,541
10/6/2019 22:10,Castelo Branco,PURP,0,0.29,0.31,273
10/6/2019 22:10,Castelo Branco,PNR,0,0.26,0.28,246
10/6/2019 22:10,Castelo Branco,MPT,0,0.24,0.25,226
10/6/2019 22:10,Castelo Branco,PPM,0,0.2,0.21,183
10/6/2019 22:10,Castelo Branco,PTP,0,0.17,0.18,157
10/6/2019 22:10,Castelo Branco,PDR,0,0.13,0.14,125
10/6/2019 22:10,Coimbra,PS,2,40.2,42.51,68766
10/6/2019 22:10,Coimbra,PPD/PSD,1,26.24,27.76,44894
10/6/2019 22:10,Coimbra,B.E.,0,10.86,11.48,18574
10/6/2019 22:10,Coimbra,PCP-PEV,0,5.24,5.54,8965
10/6/2019 22:10,Coimbra,CDS-PP,0,3.27,3.46,5592
10/6/2019 22:10,Coimbra,PAN,0,2.56,2.71,4385
10/6/2019 22:10,Coimbra,A,0,1.05,1.11,1792
10/6/2019 22:10,Coimbra,CH,0,0.95,1,1621
10/6/2019 22:10,Coimbra,L,0,0.85,0.9,1460
10/6/2019 22:10,Coimbra,IL,0,0.72,0.76,1234
10/6/2019 22:10,Coimbra,R.I.R.,0,0.61,0.64,1037
10/6/2019 22:10,Coimbra,PCTP/MRPP,0,0.54,0.57,916
10/6/2019 22:10,Coimbra,PNR,0,0.31,0.33,538
10/6/2019 22:10,Coimbra,PDR,0,0.23,0.25,399
10/6/2019 22:10,Coimbra,MPT,0,0.21,0.22,351
10/6/2019 22:10,Coimbra,PURP,0,0.21,0.22,357
10/6/2019 22:10,Coimbra,NC,0,0.2,0.21,346
10/6/2019 22:10,Coimbra,PPM,0,0.12,0.13,203
10/6/2019 22:10,Coimbra,MAS,0,0.11,0.12,192
10/6/2019 22:10,Coimbra,JPP,0,0.07,0.08,127
10/6/2019 22:10,Évora,PS,2,38.33,39.79,28371
10/6/2019 22:10,Évora,PCP-PEV,1,18.89,19.61,13980
10/6/2019 22:10,Évora,PPD/PSD,0,17.48,18.14,12937
10/6/2019 22:10,Évora,B.E.,0,8.95,9.29,6624
10/6/2019 22:10,Évora,CDS-PP,0,3.42,3.56,2535
10/6/2019 22:10,Évora,CH,0,2.22,2.31,1645
10/6/2019 22:10,Évora,PAN,0,1.95,2.03,1446
10/6/2019 22:10,Évora,PCTP/MRPP,0,1.25,1.29,922
10/6/2019 22:10,Évora,L,0,0.68,0.71,503
10/6/2019 22:10,Évora,IL,0,0.66,0.69,490
10/6/2019 22:10,Évora,A,0,0.62,0.64,459
10/6/2019 22:10,Évora,R.I.R.,0,0.45,0.47,334
10/6/2019 22:10,Évora,NC,0,0.42,0.44,311
10/6/2019 22:10,Évora,PNR,0,0.24,0.25,179
10/6/2019 22:10,Évora,PURP,0,0.21,0.22,154
10/6/2019 22:10,Évora,MPT,0,0.19,0.2,143
10/6/2019 22:10,Évora,PPM,0,0.15,0.16,114
10/6/2019 22:10,Évora,PTP,0,0.11,0.12,82
10/6/2019 22:10,Évora,PDR,0,0.09,0.1,70
10/6/2019 22:10,Faro,PS,3,36.69,38.46,62728
